date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:08:16	292562/292562	---M-Z	200	added ('OK')	text/css	date:Fri,%2010%20Jan%202025%2008:08:14%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1736449968437-DER6SK7FO3QULVG4XGBZ/static.css	static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1736449968437-DER6SK7FO3QULVG4XGBZ/static.css	(from https://ellipsoid-vibraphone-h3bs.squarespace.com/)
09:08:16	164777/164777	---M--	200	added ('OK')	image/jpeg	etag:CISl09Gnm+sCEAE=	https://images.squarespace-cdn.com/content/v1/5e640582bf292010870f89de/1583614106565-P972U2HJC1T126MZG4Z2/75477012_497605067528586_7871567636634679516_n.jpg	images.squarespace-cdn.com/content/v1/5e640582bf292010870f89de/1583614106565-P972U2HJC1T126MZG4Z2/75477012_497605067528586_7871567636634679516_n.jpg	(from https://ellipsoid-vibraphone-h3bs.squarespace.com/)
09:08:18	673239/673239	---M--	200	added ('OK')	image/jpeg	etag:CPLwm9Knm+sCEAE=	https://images.squarespace-cdn.com/content/v1/5e640582bf292010870f89de/1583633854386-7S12S2OXV2BC9976B86Q/1_Krousky_Stevie+Stevie_Pablo_Womb+Room.jpeg	images.squarespace-cdn.com/content/v1/5e640582bf292010870f89de/1583633854386-7S12S2OXV2BC9976B86Q/1_Krousky_Stevie+Stevie_Pablo_Womb+Room.jpg	(from https://ellipsoid-vibraphone-h3bs.squarespace.com/)
09:08:19	1308690/1308690	---M--	200	added ('OK')	image/jpeg	etag:CNqZ5tKnm+sCEAE=	https://images.squarespace-cdn.com/content/v1/5e640582bf292010870f89de/1583631724078-75Z82BD51K3RCGO2LJG0/59_Stevie+Stevie_Lilly_Womb+Room.jpg	images.squarespace-cdn.com/content/v1/5e640582bf292010870f89de/1583631724078-75Z82BD51K3RCGO2LJG0/59_Stevie+Stevie_Lilly_Womb+Room.jpg	(from https://ellipsoid-vibraphone-h3bs.squarespace.com/)
09:08:20	381780/381780	---M--	200	added ('OK')	image/jpeg	etag:CK3aoNOnm+sCEAE=	https://images.squarespace-cdn.com/content/v1/5e640582bf292010870f89de/1583631700460-DJOF1FNMCMYAB0AG3OVF/44_Claire+Mclntyre_Swamp+Witch_Cabins.jpg	images.squarespace-cdn.com/content/v1/5e640582bf292010870f89de/1583631700460-DJOF1FNMCMYAB0AG3OVF/44_Claire+Mclntyre_Swamp+Witch_Cabins.jpg	(from https://ellipsoid-vibraphone-h3bs.squarespace.com/)
09:08:21	649312/649312	---M--	200	added ('OK')	image/jpeg	etag:COvRn9Knm+sCEAE=	https://images.squarespace-cdn.com/content/v1/5e640582bf292010870f89de/1583631729738-ZBUC2CA81RR8J1TKYCI2/35_Lightwriter_Phoenix_Circus.jpg	images.squarespace-cdn.com/content/v1/5e640582bf292010870f89de/1583631729738-ZBUC2CA81RR8J1TKYCI2/35_Lightwriter_Phoenix_Circus.jpg	(from https://ellipsoid-vibraphone-h3bs.squarespace.com/)
09:08:22	717299/717299	---M--	200	added ('OK')	image/jpeg	etag:CNKw5dKnm+sCEAE=	https://images.squarespace-cdn.com/content/v1/5e640582bf292010870f89de/1583631717917-H1ATGCZ3K6KRPHESOSJA/13_Lightwriter_Panopticon.jpg	images.squarespace-cdn.com/content/v1/5e640582bf292010870f89de/1583631717917-H1ATGCZ3K6KRPHESOSJA/13_Lightwriter_Panopticon.jpg	(from https://ellipsoid-vibraphone-h3bs.squarespace.com/)
09:08:23	175595/175595	---M--	200	added ('OK')	image/jpeg	etag:CIK6vKKk9f4CEAE=	https://images.squarespace-cdn.com/content/v1/5e640582bf292010870f89de/c81099b6-6df2-463e-abcf-1adf82e42b31/80678077_1337190676443112_8645619212359827456_o.jpg	images.squarespace-cdn.com/content/v1/5e640582bf292010870f89de/c81099b6-6df2-463e-abcf-1adf82e42b31/80678077_1337190676443112_8645619212359827456_o.jpg	(from https://ellipsoid-vibraphone-h3bs.squarespace.com/)
09:08:24	526945/526945	---M--	200	added ('OK')	image/jpeg	etag:CPe2ldSnm+sCEAE=	https://images.squarespace-cdn.com/content/v1/5e640582bf292010870f89de/1583631731202-WQZS69EOHDQ36IP9835D/69_Krousky_Ophelia+Overdose.jpeg	images.squarespace-cdn.com/content/v1/5e640582bf292010870f89de/1583631731202-WQZS69EOHDQ36IP9835D/69_Krousky_Ophelia+Overdose.jpg	(from https://ellipsoid-vibraphone-h3bs.squarespace.com/)
09:08:25	477160/477160	---M--	200	added ('OK')	image/png	etag:CNuTstanm+sCEAE=	https://images.squarespace-cdn.com/content/v1/5e640582bf292010870f89de/1583632733985-BM6DMISCYIP9O18LW131/Belen+8fit.jpg	images.squarespace-cdn.com/content/v1/5e640582bf292010870f89de/1583632733985-BM6DMISCYIP9O18LW131/Belen+8fit.png	(from https://ellipsoid-vibraphone-h3bs.squarespace.com/)
09:08:25	23360/23360	---M--	200	added ('OK')	image/png	etag:COPkvtSnm+sCEAE=	https://images.squarespace-cdn.com/content/v1/5e640582bf292010870f89de/1583634560557-4VZ5LDB3ECG4GMFAPOZB/Redbooth+Pablo+Villalba.png	images.squarespace-cdn.com/content/v1/5e640582bf292010870f89de/1583634560557-4VZ5LDB3ECG4GMFAPOZB/Redbooth+Pablo+Villalba.png	(from https://ellipsoid-vibraphone-h3bs.squarespace.com/)
09:08:26	266896/266896	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Jan%202025%2008:08:26%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.03f6b4da1188b5006917209e252012ea.js	static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.03f6b4da1188b5006917209e252012ea.js	(from https://ellipsoid-vibraphone-h3bs.squarespace.com/)
09:08:27	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from http://assets.squarespace.com/universal/styles-compressed/commerce-3521e0fe0f49a15e7694-min.en-US.css)
09:08:28	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:29	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:30	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:31	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:32	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:33	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:34	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:35	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:36	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:37	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:38	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:39	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:40	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:41	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:42	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:43	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:44	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2010%20Jan%202025%2008:08:44%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.2b.delayed	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:45	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:46	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2010%20Jan%202025%2008:08:46%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:47	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:48	9068/9068	---M-Z	200	added ('OK')	text/plain	etag:%22e99a175a26d1be1ff88c5c1aafc58e1e%22	https://assets.squarespace.com/universal/fonts/squarespace-ui-font.woff	assets.squarespace.com/universal/fonts/squarespace-ui-font.woff	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:49	6576/6576	---M-Z	200	added ('OK')	text/plain	etag:%229da9d93a8f754fbf7dc1e4e66aab4b48%22	https://assets.squarespace.com/universal/fonts/squarespace-ui-font.ttf	assets.squarespace.com/universal/fonts/squarespace-ui-font.ttf	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:50	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2010%20Jan%202025%2008:08:50%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:51	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:52	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2010%20Jan%202025%2008:08:52%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:53	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:54	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2010%20Jan%202025%2008:08:54%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:55	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:56	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:57	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:58	32752/32752	---M-Z	200	added ('OK')	text/plain	etag:%224e53042a254861ee8cf4cad171643ff0%22	http://assets.squarespace.com/universal/fonts/social-20141119/social-icon-font.woff	assets.squarespace.com/universal/fonts/social-20141119/social-icon-font.woff	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
09:08:59	32676/32676	---M-Z	200	added ('OK')	text/plain	etag:%229e073fff14f3b8264b71ef690aab1cd3%22	http://assets.squarespace.com/universal/fonts/social-20141119/social-icon-font.ttf	assets.squarespace.com/universal/fonts/social-20141119/social-icon-font.ttf	(from https://static1.squarespace.com/static/versioned-site-css/5e640582bf292010870f89de/51/5c5a519771c10ba3470d8101/5e640582bf292010870f89f8/1600/site.css)
